 ,statussummary,status,asm,jira,sample,accession,species,coi,organelle,uli,sts_priority,common name,sex,genomic sex,ploidy,taxon,genus,family,family_taxon,order,phylum,BioSample,BioProject,darwin,vgp_orders,vgp_plus,asg,erga-pilot,erga-bge,tol,25g,psyche,bat1k,aegis,nematodes,britain&ireland,dnazoo,cichlids,BADASS,filr,rodents,jiggins,meier,jaron,murchison,millport,cetacean,R&D,protist-microalgae,UKbutterflies,sts size (Mb),est. size (Mb),htzgy (%),rep frac (%),long read cov (gscope),long read cov (sts),10XG cov (gscope),10XG cov (sts),last_data,sts pacbio status (new),sts hic status (new),hic_from,PacBio,ONT,10XG,Htag,BioNano,HiC,RNAseq,IsoSeq,raw data sub,submission todo,runs,contig N50 (Mb),contig count,scaffold N50 (Mb),"scaffold	count",longest (Mb),length (Mb),BUSCO,QV,completeness,pipeline status,doi,notes,"Calculated, for Family_TXID_Pivot"
,4 data complete,41_data_asm,,,iyCroAnnu1,Ox002749,Crossocerus annulipes,3,,,,,U,,,1830362,Crossocerus,Crabronidae,253718,Hymenoptera,Arthropoda,SAMEA113425414,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,372,200,0.5,24,88,49,,,2024-03-26,COMPLETE,COMPLETE,iyCroAnnu1,●,,,,,●,,,,,,,,,,,,,,,,,,"Crabronidae,253718"
,4 data complete,41_data_asm,,"haploid. running oatk, circular",iyDasHirt1,NHMUK015059164,Dasypoda hirtipes,3,,,,,M,,1,288372,Dasypoda,Melittidae,156323,Hymenoptera,Arthropoda,SAMEA112964242,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,626,242,,22,193,40,,,2023-09-22,IN_PROGRESS,COMPLETE,iyDasHirt1,●,,,,,●,,,,,,7.46,308,19.56,273,41.71,363,"C:99.4%[S:99.3%,D:0.1%],F:0.1%,M:0.5%,n:1367",66.0,100.0,hifiasm-0.19.5-r587+purge+yahs,,,"Melittidae,156323"
,5 data issue,54_species_id,,check barcode; matches Silba fumosa,iyDolAeri1,NHMUK015059339,Dolerus aericeps,2,,,,,,,,1384819,Dolerus,Tenthredinidae,27532,Hymenoptera,Arthropoda,SAMEA112964472,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,307,604,2.6,43,42,89,,,2023-09-24,IN_PROGRESS,COMPLETE,iyDolAeri1,●,,,,,●,,,,,,3.45,479,104.14,232,161.72,649,"C:99.3%[S:98.1%,D:1.2%],F:0.1%,M:0.6%,n:1367",60.9,98.6,hifiasm-0.19.5-r587+purge+yahs,,,"Tenthredinidae,27532"
,4 data complete,41_data_asm,,haploid; mito running,iyDrePict1,NHMUK014451652,Dreisbachia pictifrons,,,,,,M,,1,494262,Dreisbachia,Ichneumonidae,7408,Hymenoptera,Arthropoda,SAMEA111458163,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,264,526,0.1,36,31,63,,,2024-03-01,IN_PROGRESS,COMPLETE,iyDrePict1,●,,,,,●,,,,,,1.83,"1,013",25.25,501,41.98,564,"C:99.4%[S:99.1%,D:0.3%],F:0.1%,M:0.5%,n:1367",62.2,100.0,hifiasm-0.19.8-r603+purge+yahs,,,"Ichneumonidae,7408"
,5 data issue,54_species_id,,check barcode (pending news from Galvin and Liam),iyDusMino1,Ox002613,Dusona minor,1,,,,,F,,,1473635,Dusona,Ichneumonidae,7408,Hymenoptera,Arthropoda,SAMEA112232794,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,264,345,0.3,31,76,104,,,2023-04-27,IN_PROGRESS,COMPLETE,,●,,,,,●,,,,,,1.72,511,23.91,257,47.09,351,"C:99.1%[S:98.9%,D:0.2%],F:0.3%,M:0.6%,n:1367",60.2,99.3,hifiasm-0.16.1-r375+purge+yahs,,,"Ichneumonidae,7408"
,4 data complete,41_data_asm,,haploid? running oatk,iyEutLute1,NHMUK015059318,Eutomostethus luteiventris,3,,,,,,,,1385253,Eutomostethus,Tenthredinidae,27532,Hymenoptera,Arthropoda,SAMEA112964468,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,307,235,,23,195,83,,,2023-09-23,COMPLETE,COMPLETE,iyEutLute1,●,,,,,●,,,,,,4.50,260,44.37,159,50.30,274,"C:99.8%[S:99.5%,D:0.3%],F:0.1%,M:0.1%,n:1367",63.6,100.0,hifiasm-0.19.5-r587+purge+yahs,,,"Tenthredinidae,27532"
,4 data complete,41_data_asm,,mito; oatk running,iyHerTrun1,NHMUK015059168,Heriades truncorum,3,,,,,F,,,549062,Heriades,Megachilidae,124286,Hymenoptera,Arthropoda,SAMEA112964324,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,812,241,0.7,23,95,29,,,2024-01-08,COMPLETE,COMPLETE,iyHerTrun1,●,,,,,●,,,,,,2.19,677,11.63,491,17.06,362,"C:99.5%[S:99.0%,D:0.5%],F:0.1%,M:0.4%,n:1367",61.1,98.8,hifiasm-0.19.8-r603+purge+yahs,,,"Megachilidae,124286"
,4 data complete,41_data_asm,,,iyHylHyal1,Ox002807,Hylaeus hyalinatus,3,,,,hairy yellow-face bee,F,,,313025,Hylaeus,Colletidae,156309,Hymenoptera,Arthropoda,SAMEA113425444,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,626,417,0.5,39,73,51,,,2023-10-14,UNKNOWN,UNKNOWN,iyHylHyal1,●,,,,,●,,,,,,4.53,364,14.08,299,42.57,477,"C:99.1%[S:98.7%,D:0.4%],F:0.2%,M:0.7%,n:1367",63.2,98.4,hifiasm-0.19.5-r587+purge+yahs,,,"Colletidae,156309"
,4 data complete,41_data_asm,tolpipe,mito; oatk running,iyLinPanz1,NHMUK015059129,Lindenius panzeri,,,,,,,,,2495064,Lindenius,Crabronidae,253718,Hymenoptera,Arthropoda,SAMEA112964139,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,372,112,100.0,25,209,69,,,2023-11-26,UNKNOWN,COMPLETE,iyLinPanz1,●,,,,,●,,,,,,5.38,122,13.83,80,21.00,287,"C:98.9%[S:98.8%,D:0.1%],F:0.3%,M:0.8%,n:1367",64.1,99.3,hifiasm-0.19.5-r587+purge+yahs,,,"Crabronidae,253718"
,4 data complete,41_data_asm,tolpipe,,iyMegMari1,NHMUK015059182,Megachile maritima,,,,,,F,,,1004188,Megachile,Megachilidae,124286,Hymenoptera,Arthropoda,SAMEA112964216,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,812,371,0.5,35,89,42,,,2023-10-11,UNKNOWN,COMPLETE,iyMegMari1,●,,,,,●,,,,,,3.24,931,12.41,689,27.69,479,"C:99.4%[S:99.3%,D:0.1%],F:0.0%,M:0.6%,n:1367",59.8,98.4,hifiasm-0.19.5-r587+purge+yahs,,,"Megachilidae,124286"
,4 data complete,41_data_asm,tolpipe,mito; oatk running,iyMetFila2,NHMUK010884694,Meteorus filator,,,,,,M,,1,1080872,Meteorus,Braconidae,7402,Hymenoptera,Arthropoda,SAMEA112964408,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,144,117,0.6,4,161,136,,,2023-11-23,IN_PROGRESS,COMPLETE,iyMetFila1,●,,,,,●,,,,,,4.82,68,13.08,32,22.06,135,"C:99.3%[S:98.7%,D:0.6%],F:0.1%,M:0.6%,n:1367",68.4,99.9,hifiasm-0.19.5-r587+purge+yahs,,,"Braconidae,7402"
,4 data complete,41_data_asm,,check barcode; mito; oatk running,iyMonAbdo1,Ox003110,Monostegia abdominalis,,,,,,U,,,1385281,Monostegia,Tenthredinidae,27532,Hymenoptera,Arthropoda,SAMEA113425702,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,307,122,1.1,9,78,34,,,2024-04-26,UNKNOWN,UNKNOWN,iyMonAbdo1,●,,,,,●,,,,,,0.11,"2,760",4.30,"1,493",17.10,167,"C:80.7%[S:76.6%,D:4.1%],F:0.5%,M:18.8%,n:1367",53.8,99.8,hifiasm-0.19.8-r603+purge+yahs,,,"Tenthredinidae,27532"
,4 data complete,41_data_asm,,haploid. has nuclear assembly problems ran oatk. Got fasta,iyNetInfr4,NHMUK014536839,Netelia infractor,3,,,,,M,,1,2922078,Netelia,Ichneumonidae,7408,Hymenoptera,Arthropoda,SAMEA112221951,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,264,575,0.4,67,34,77,,,2023-05-23,IN_PROGRESS,COMPLETE,iyNetInfr4,●,,,,,●,,,,,,1.51,599,20.28,178,38.85,393,"C:99.5%[S:99.5%,D:0.0%],F:0.1%,M:0.4%,n:1367",62.0,96.3,hifiasm-0.16.1-r375+purge+yahs,,,"Ichneumonidae,7408"
,4 data complete,41_data_asm,,bad Hic map (--resolutions) (ran mapping with bed. Running yahs) . ran oatk. Got fasta,iyNetTars2,NHMUK014451693,Netelia tarsata,3,,,,,,,,2886523,Netelia,Ichneumonidae,7408,Hymenoptera,Arthropoda,SAMEA111458579,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,264,411,1.2,65,42,69,,,2023-02-05,IN_PROGRESS,IN_PROGRESS,iyNetTars2,●,,,,,●,●,,,,,0.70,"3,142",-,-,15.79,851,"C:99.2%[S:3.1%,D:96.1%],F:0.2%,M:0.6%,n:1367",55.8,95.9,hifiasm-0.16.1-r375+purge,,,"Ichneumonidae,7408"
,4 data complete,41_data_asm,,haploid. No Hi-C signal? running yahs resolution,iyNomRufp1,NHMUK015059302,Nomada rufipes,3,,,,,M,,1,601850,Nomada,Apidae,7458,Hymenoptera,Arthropoda,SAMEA112964289,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,544,255,,26,178,44,,,2023-09-20,UNKNOWN,COMPLETE,iyNomRufp1,●,,,,,●,,,,,,3.99,575,11.54,527,23.37,326,"C:99.3%[S:98.7%,D:0.6%],F:0.1%,M:0.6%,n:1367",62.5,100.0,hifiasm-0.19.5-r587+purge+yahs,,,"Apidae,7458"
,4 data complete,41_data_asm,,haploid; mito,iyNomZona1,Ox001232,Nomada zonata,,,,,variable nomad bee,M,,1,601990,Nomada,Apidae,7458,Hymenoptera,Arthropoda,SAMEA10157819,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,547,189,,7,356,69,,,2024-08-20,IN_PROGRESS,COMPLETE,iyNomZona2,●,,,,,●,,,,,,,,,,,,,,,,,,"Apidae,7458"
,4 data complete,41_data_asm,,mito; oatk running,iyNysTrim1,NHMUK015059101,Nysson trimaculatus,3,,,,,,,,2495129,Nysson,Crabronidae,253718,Hymenoptera,Arthropoda,SAMEA112964094,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,469,246,0.4,23,88,48,,,2024-01-09,UNKNOWN,COMPLETE,iyNysTrim1,●,,,,,●,,,,,,2.90,516,9.07,430,16.47,300,"C:99.3%[S:99.0%,D:0.3%],F:0.1%,M:0.6%,n:1367",59.1,99.3,hifiasm-0.19.8-r603+purge+yahs,,,"Crabronidae,253718"
,4 data complete,41_data_asm,,borderline coverage,iyOphFort1,NHMUK010636343,Ophion forticornis,,,,,,F,,,1539395,Ophion,Ichneumonidae,7408,Hymenoptera,Arthropoda,SAMEA112222303,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,264,533,1.3,44,26,56,,,2024-08-02,UNKNOWN,COMPLETE,iyOphFort1,●,,,,,●,,,,,,,,,,,,,,,,,,"Ichneumonidae,7408"
,4 data complete,41_data_asm,tolpipe,haploid; iyOphLute1 is also now this species,iyOphSlav1,NHMUK010884695,Ophion slaviceki,,,,,,M,,1,2979155,Ophion,Ichneumonidae,7408,Hymenoptera,Arthropoda,SAMEA112964384,PRJEB53249,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,264,605,,41,57,71,,,2023-11-24,UNKNOWN,UNKNOWN,iyOphSlav1,●,,,,,●,,,,,,0.39,"3,569",50.22,666,74.08,671,"C:99.1%[S:98.5%,D:0.6%],F:0.4%,M:0.5%,n:1367",55.7,100.0,hifiasm-0.19.5-r587+purge+yahs,,,"Ichneumonidae,7408"
,4 data complete,41_data_asm,,haploid,iyOxyArge1,NHMUK015059187,Oxybelus argentatus,3,,,,,M,,1,2495134,Oxybelus,Crabronidae,253718,Hymenoptera,Arthropoda,SAMEA112963024,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,357,244,0.1,25,52,36,,,2024-03-28,UNKNOWN,COMPLETE,iyOxyArge1,●,,,,,●,,,,,,1.22,836,-,-,5.34,266,"C:98.9%[S:98.8%,D:0.1%],F:0.4%,M:0.7%,n:1367",59.6,99.7,hifiasm-0.19.8-r603+purge,,,"Crabronidae,253718"
,4 data complete,41_data_asm,kk16,"running hifiasm in hic mode; circular mito, has nuclear assembly problems. re-running purging hifiasm. scaffolding hicanu no purging (running yahs). purging losing BUSCOS, missing kmers. Running hicMapping for yahs on hicanu_purged",iyPygStic1,NHMUK014449380,Pygostolus sticticus,3,,3,,,F,,,1603211,Pygostolus,Braconidae,7402,Hymenoptera,Arthropoda,SAMEA14448356,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,112,170,0.1,52,120,195,,,2023-05-17,IN_PROGRESS,COMPLETE,iyPygStic1,●,,,,,●,,,,,,0.74,341,8.33,139,13.15,115,"C:97.5%[S:97.1%,D:0.4%],F:0.1%,M:2.4%,n:1367",60.5,95.4,hifiasm-0.16.1-r375+purge+yahs,,,"Braconidae,7402"
,4 data complete,41_data_asm,,,iySchFrig1,Ox002566,Schizopyga frigida,3,,,,,U,,,495577,Schizopyga,Ichneumonidae,7408,Hymenoptera,Arthropoda,SAMEA112232756,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,264,363,0.6,20,56,82,,,2023-12-12,COMPLETE,COMPLETE,iySchFrig1,●,,,,,●,,,,,,3.18,343,27.83,175,40.12,390,"C:99.6%[S:99.3%,D:0.3%],F:0.0%,M:0.4%,n:1367",61.2,99.3,hifiasm-0.19.8-r603+purge+yahs,,,"Ichneumonidae,7408"
,4 data complete,41_data_asm,,,iySelServ2,NHMUK015059202,Selandria serva,,,,,,F,,,410286,Selandria,Tenthredinidae,27532,Hymenoptera,Arthropoda,SAMEA112963078,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,307,165,0.6,13,75,42,,,2024-02-24,UNKNOWN,COMPLETE,iySelServ1,●,,,,,●,●,,,,,0.93,597,14.41,288,18.92,191,"C:93.5%[S:93.1%,D:0.4%],F:0.4%,M:6.1%,n:1367",58.3,98.9,hifiasm-0.19.8-r603+purge+yahs,,,"Tenthredinidae,27532"
,4 data complete,41_data_asm,,,iySphCras2,Ox003106,Sphecodes crassus,3,,,,swollen-thighed blood bee,F,,,1126395,Sphecodes,Halictidae,77572,Hymenoptera,Arthropoda,SAMEA113425699,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,717,685,0.9,41,28,29,,,2023-12-18,COMPLETE,UNKNOWN,iySphCras2,●,,●,,,●,,,,,,3.24,614,32.67,312,55.89,681,"C:98.7%[S:98.1%,D:0.6%],F:0.1%,M:1.2%,n:1367",61.0,98.4,hifiasm-0.19.8-r603+purge+yahs,,,"Halictidae,77572"
,4 data complete,41_data_asm,,mito; oatk running,iyStiSols1,Ox002531,Stigmus solskyi,3,,,,,F,,,2495229,Stigmus,Crabronidae,253718,Hymenoptera,Arthropoda,SAMEA112232726,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,413,252,0.4,17,65,41,,,2024-05-07,COMPLETE,COMPLETE,iyStiSols1,●,,,,,●,,,,,,1.05,718,26.54,395,42.88,288,"C:98.9%[S:98.2%,D:0.7%],F:0.4%,M:0.7%,n:1367",56.5,99.5,hifiasm-0.19.8-r603+purge+yahs,,,"Crabronidae,253718"
,4 data complete,41_data_asm,,,iyStrMuli1,Ox002823,Strongylogaster multifasciata,3,,,,bracken sawfly,F,,,1141344,Strongylogaster,Tenthredinidae,27532,Hymenoptera,Arthropoda,SAMEA113425455,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,307,188,0.7,17,117,74,,,2024-03-28,UNKNOWN,UNKNOWN,iyStrMuli1,●,,,,,●,,,,,,0.90,535,-,-,3.58,215,"C:97.0%[S:96.6%,D:0.4%],F:0.2%,M:2.8%,n:1367",58.2,98.8,hifiasm-0.19.8-r603+purge,,,"Tenthredinidae,27532"
,4 data complete,41_data_asm,,ploidy? oatk no_mini 1.4Mb,iyTheTumi1,NHMUK014451569,Therophilus tumidulus,3,,,,,M,,1,1218166,Bassus,Braconidae,7402,Hymenoptera,Arthropoda,SAMEA111458302,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,144,144,100.0,42,150,164,,,2023-04-03,COMPLETE,COMPLETE,iyTheTumi1,●,,,,,●,,,,,,5.10,133,19.46,72,31.04,301,"C:99.5%[S:98.5%,D:1.0%],F:0.1%,M:0.4%,n:1367",67.1,97.6,hifiasm-0.19.5-r587+purge+yahs,,,"Braconidae,7402"
,4 data complete,41_data_asm,,mito; oatk running,iyTriCyae1,NHMUK015059537,Trichrysis cyanea,3,,,,,,,,212631,Trichrysis,Chrysididae,27511,Hymenoptera,Arthropoda,SAMEA112963018,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,408,182,0.9,18,120,55,,,2024-01-11,UNKNOWN,COMPLETE,iyTriCyae1,●,,,,,●,,,,,,1.63,255,5.83,109,8.91,195,"C:99.1%[S:99.0%,D:0.1%],F:0.2%,M:0.7%,n:1367",61.4,99.5,hifiasm-0.19.8-r603+purge+yahs,,,"Chrysididae,27511"
,4 data complete,41_data_asm,,haploid,iyVirDume1,Ox002400,Virgichneumon dumeticola,3,,,,,M,,1,2998550,Virgichneumon,Ichneumonidae,7408,Hymenoptera,Arthropoda,SAMEA112232618,PRJEB79830,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,264,279,,24,177,103,,,2023-09-25,IN_PROGRESS,COMPLETE,iyVirDume1,●,,,,,●,,,,hic pending,ERR13654287,4.43,306,18.18,215,26.63,329,"C:99.2%[S:99.0%,D:0.2%],F:0.2%,M:0.6%,n:1367",60.8,100.0,hifiasm-0.19.5-r587+purge+yahs,,,"Ichneumonidae,7408"
,4 data complete,41_data_asm,,haploid; uli,iyVulBima1,Ox002557,Vulgichneumon bimaculatus,,,,,,M,,1,2998551,Vulgichneumon,Ichneumonidae,7408,Hymenoptera,Arthropoda,SAMEA112232748,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,264,213,,17,147,65,,,2024-04-27,COMPLETE,COMPLETE,iyVulBima1,●,,,,,●,,,,,,0.34,"2,135",13.17,"1,330",25.08,306,"C:99.6%[S:99.0%,D:0.6%],F:0.1%,M:0.3%,n:1367",55.0,100.0,hifiasm-0.19.8-r603+purge+yahs,,,"Ichneumonidae,7408"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 data complete,41_data_asm,,mito; COX1 frameshift?,jaCorViri8,MBA-210818-001H,Corynactis viridis,,,,,jewel anenome,U,,,51773,Corynactis,Corallimorphidae,44296,Corallimorpharia,Cnidaria,SAMEA110449869,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,630,488,1.4,39,64,52,,,2024-08-20,UNKNOWN,COMPLETE,jaCorViri3,●,,,,,●,,,,,,,,,,,,,,,,,,"Corallimorphidae,44296"
,4 data complete,41_data_asm,,scaffolds? hic?,jhAglKirc1,MBA-220809-004A,Aglaophenia kirchenpaueri,,,,,slender feather hydroid,U,,,396358,Aglaophenia,Aglaopheniidae,308582,Leptothecata,Cnidaria,SAMEA112148681,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,401,480,1.1,43,29,37,,,2024-05-07,UNKNOWN,COMPLETE,jhAglKirc1,●,,,,,●,,,,,,0.70,"2,998",4.06,"1,772",13.91,583,"C:86.4%[S:82.6%,D:3.8%],F:5.3%,M:8.3%,n:954",55.1,99.1,hifiasm-0.19.8-r603+purge+yahs,,,"Aglaopheniidae,308582"
,4 data complete,41_data_asm,,,jhHalHale1,MBA-220722-001A,Halecium halecinum,3,,,,herring-bone hydroid,U,,,475726,Halecium,Haleciidae,308586,Leptothecata,Cnidaria,SAMEA112148581,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,401,191,1.3,32,81,42,,,2024-03-28,IN_PROGRESS,COMPLETE,jhHalHale3,●,,,,,●,,,,,,0.34,"3,665",0.53,"3,334",3.93,293,"C:86.8%[S:77.7%,D:9.1%],F:5.7%,M:7.5%,n:954",49.8,99.2,hifiasm-0.19.8-r603+purge+yahs,,,"Haleciidae,308586"
,4 data complete,41_data_asm,,,jhObeGeni2,MBA-220815-013B,Obelia geniculata,3,,,,knotted thread hydroid,U,,,185004,Obelia,Campanulariidae,2750047,Leptothecata,Cnidaria,SAMEA112148692,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,401,252,1.4,32,35,27,,,2024-03-28,IN_PROGRESS,COMPLETE,jhObeGeni3,●,,,,,●,,,,,,0.67,"2,048",1.42,"1,895",8.57,291,"C:86.7%[S:84.1%,D:2.6%],F:6.5%,M:6.8%,n:954",52.5,97.3,hifiasm-0.19.8-r603+purge+yahs,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","
,4 data complete,41_data_asm,,check barcode; mito,kaAplPall1,MBA-220428-006A,Aplidium pallidum,2,,,,red sea pork,U,,,2980188,Aplidium,Polyclinidae,201955,Aplousobranchia,Chordata,SAMEA112788962,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,438,825,0.3,33,64,124,,,2023-08-18,COMPLETE,UNKNOWN,kaAplPall2,●,,,,,●,,,,,,8.44,299,41.37,140,61.58,833,"C:39.8%[S:36.9%,D:2.9%],F:9.6%,M:50.6%,n:3354",66.1,99.5,hifiasm-0.19.8-r603+purge+yahs,,,"Polyclinidae,201955"
,4 data complete,41_data_asm,,mito,kaAscScab1,MBA-220816-012A,Ascidiella scabra,3,,,,(a sea squirt),U,,,1298853,Ascidiella,Ascidiidae,30274,Enterogona,Chordata,SAMEA115106908,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,108,311,1.3,29,42,125,,,2024-08-02,UNKNOWN,UNKNOWN,kaAscScab1,●,,,,,●,,,,,,,,,,,,,,,,,,
,4 data complete,41_data_asm,,check barcode; mito,kaAstHumi1,MBA-210818-003A,Asterocarpa humilis,2,,,,(an Acsidian),U,,,1273101,Asterocarpa,Styelidae,7721,Stolidobranchia,Chordata,SAMEA110449874,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,724,156,48.6,36,199,44,,,2024-04-08,UNKNOWN,COMPLETE,kaAstHumi1,●,,,,,●,,,,,kaAstHumi1,8.69,182,19.62,145,25.31,316,"C:44.7%[S:43.3%,D:1.4%],F:8.5%,M:46.8%,n:3354",66.7,99.6,hifiasm-0.19.8-r603+purge+yahs,,,"Styelidae,7721"
,4 data complete,41_data_asm,,mito,kaClaProd1,NHMUK014453317,Clavelina producta,3,,,,,,,,439819,Clavelina,Clavelinidae,373674,Enterogona,Chordata,SAMEA112964441,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,438,533,0.2,37,33,42,,,2024-04-09,UNKNOWN,UNKNOWN,kaClaProd1,●,,,,,●,,,,,kaClaProd1,7.62,344,48.78,234,71.92,548,"C:40.5%[S:35.7%,D:4.8%],F:9.4%,M:50.1%,n:3354",61.6,99.4,hifiasm-0.19.8-r603+purge+yahs,,,
,4 data complete,41_data_asm,,mito,kaCorPara1,MBA-220805-001A,Corella parallelogramma,3,,,,gas-mantle ascidian,U,,,2980201,Corella,Corellidae,71175,Phlebobranchia,Chordata,SAMEA115106914,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,152,133,2.2,32,160,143,,,2024-08-03,UNKNOWN,UNKNOWN,kaCorPara1,●,,,,,●,,,,,,,,,,,,,,,,,,
,4 data complete,41_data_asm,,check barcode; mito,kaDiaViol1,MBA-210804-001A,Diazona violacea,2,,,,football Ascidian,U,,,2930585,Diazona,Diazonidae,641105,Aplousobranchia,Chordata,SAMEA110449834,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,438,148,0.4,34,95,34,,,2023-07-09,IN_PROGRESS,UNKNOWN,kaDiaViol1,●,,,,,●,●,,,,,2.32,369,-,-,8.26,152,"C:41.2%[S:39.3%,D:1.9%],F:9.4%,M:49.4%,n:3354",57.4,98.1,hifiasm-0.19.8-r603+purge,,,"Diazonidae,641105"
,4 data complete,41_data_asm,,borderline coverage,kaPycAuri1,MBA-220722-009A,Pycnoclavella aurilucens,3,,,,orange light sea squirt,U,,,406076,Pycnoclavella,Clavelinidae,373674,Aplousobranchia,Chordata,SAMEA115106915,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,438,706,0.8,41,23,39,,,2024-08-02,UNKNOWN,UNKNOWN,kaPycAuri1,●,,,,,●,,,,,,,,,,,,,,,,,,
,4 data complete,41_data_asm,,"mPleAus2 looks like different species; mPleAus1 okay, but needs topup",mPleAus1,SAN00002404,Plecotus austriacus,,,,1,gray big-eared bat,M,,,109483,Plecotus,Vespertilionidae,9431,Chiroptera,Chordata,SAMEA112124174,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,"2,181","1,975",0.5,17,32,30,,,2024-08-02,UNKNOWN,COMPLETE,,●,,,,,●,●,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","
,4 data complete,41_data_asm,,reasm after fixing uli import,qcGeoInsc2,NHMUK014042288,Geophilus insculptus,,,,,,U,,,173287,Geophilus,Geophilidae,60155,Geophilomorpha,Arthropoda,SAMEA10800145,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,293,177,1.4,26,463,296,,,2024-08-19,IN_PROGRESS,COMPLETE,qcGeoInsc1,●,,,,,●,,,,,,,,,,,,,,,,,,"Geophilidae,60155"
,4 data complete,41_data_asm,tolpipe,reasm with new data; no good matches on BOLD,qcLitPice1,NHMUK014449031,Lithobius piceus,2,,,,,M,,,1569490,Lithobius,Lithobiidae,7548,Lithobiomorpha,Arthropoda,SAMEA10800137,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,"1,985","3,793",0.6,58,47,93,,,2023-10-06,COMPLETE,IN_PROGRESS,qcLitPice4,●,,,,,●,,,,,,8.45,"2,962",121.09,"2,182",192.11,"3,872","C:97.4%[S:95.7%,D:1.7%],F:1.8%,M:0.8%,n:1013",62.9,98.3,hifiasm-0.19.5-r587+purge+yahs,,,"Lithobiidae,7548"
,4 data complete,41_data_asm,tolpipe,overpurged; hic?,qcStiSoul4,NHMUK014551968,Stigmatogaster souletina,3,,,,,F,,,863632,Stigmatogaster,Himantariidae,60156,Geophilomorpha,Arthropoda,SAMEA111458590,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,293,481,0.7,61,51,88,,,2023-05-20,IN_PROGRESS,COMPLETE,qcStiSoul2,●,,,,,●,●,,,,,2.94,302,24.04,172,50.84,393,"C:97.9%[S:95.7%,D:2.2%],F:1.1%,M:1.0%,n:1013",69.0,93.6,hifiasm-0.16.1-r375+purge+yahs,,,"Himantariidae,60156"
